movie_id,title,genres,original_language,overview,production_companies,release_date,runtime,vote_average,vote_count,credits,keywords,poster_path
78,Everything Everywhere All at Once,Action-Adventure-Science Fiction,en,An aging Chinese immigrant is swept up in an insane adventure where she alone can save what's important to her by connecting with the lives she could have led in other universes.,AGBO-Ley Line Entertainment-Year of the Rat Productions-Hotdog Hands LLC-A24-IAC Films,24-03-2022,140,7.892,4164,Michelle Yeoh-Stephanie Hsu-Ke Huy Quan-James Hong-Jamie Lee Curtis-Tallie Medel-Jenny Slate-Harry Shum Jr.-Biff Wiff-Sunita Mani-Aaron Lazar-Brian Le-Andy Le-Neravana Cabral-Chelsey Goldsmith-Craig Henningsen-Anthony Molinari-Dan Brown-Panuvat Anthony Nanakornpanom-Cara Marie Chooljian-Randall Archer-Efka Kvaraciejus-Peter Banifaz-Audrey Wasilewski-Li Jing-Dylan Henry Lau-Boon Pin Koh-Timothy Eulich-Daniel Scheinert-Michiko Nishiwaki-Jane Lui-Jason Hamer-Timothy Ralston-Hiroshi Yada-Randy Newman-Daniel Kwan-Elle Alexander-Emmett Ferguson-Waymond Lee-Amanda MacLeod-Pablo Ramos-D.Y. Sao-Freya Fox,mother-philosophy-martial arts-kung fu-generations conflict-chinese woman-laundromat-chinese-east asian lead-family-hot dog-asian woman-multiverse-chinese immigrant-mother daughter relationship-asian american-intergenerational trauma-internal revenue service,https://image.tmdb.org/t/p/w500/w3LxiVYdWWRvEVdn5RYq6jIqkb1.jpg
79,Guillermo del Toro's Pinocchio,Animation-Fantasy-Drama-Music,en,During the rise of fascism in Mussolini's Italy a wooden boy brought magically to life struggles to live up to his father's expectations.,The Jim Henson Company-ShadowMachine-Double Dare You Productions,09-11-2022,117,8.249,2129,Gregory Mann-Ewan McGregor-David Bradley-Christoph Waltz-Tilda Swinton-Ron Perlman-Finn Wolfhard-Cate Blanchett-Tim Blake Nelson-John Turturro-Burn Gorman-Tom Kenny-Alfie Tempest-Anthea Greco-Francesca Fanti-Sandro Carotti-Rio Mangini-Benjamin Valic-Sky Alexis-Ariana Molkara-Roy Halo-Luciano Palmeri-Peter Arpesella,italy-based on novel or book-fascism-woodcutter-musical-greed-benito mussolini-stop motion-dark fantasy-duringcreditsstinger-1940s-wooden dummy-pinocchio,https://image.tmdb.org/t/p/w500/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg
80,Wolf Hound,War-Action,en,"Inspired by the real-life German special operations unit KG 200 that shot down repaired and flew Allied aircraft as Trojan horses ""Wolf Hound"" takes place in 1944 German-occupied France and follows the daring exploits of Jewish-American fighter pilot Captain David Holden. Ambushed behind enemy lines Holden must rescue a captured B-17 Flying Fortress crew evade a ruthless enemy stalking him at every turn and foil a plot that could completely alter the outcome of World War II.",TMU Pictures,03-06-2022,127,6.643,77,James Maslow-Trevor Donovan-John Turk-Michael Wayne Foster-Ronald Woodhead-Taylor Novak-Michael Parrish-Brian Heintz,world war ii,https://image.tmdb.org/t/p/w500/gHC0eFvXXNokP3sSNCTG2uks87R.jpg
81,Me contro Te: Il film - Persi nel tempo,Family-Fantasy,it,LuÃ¬ is about to receive his diploma as a scientist until Mr. S and Perfidia will try to undermine the Me against You.,Colorado Film-Warner Bros Pictures Italia-Me contro Te,01-01-2022,60,7.8,42,Sofia Scalia-Luigi Calagna-Michele Savoia-Pierpaolo Zizzi-Antonella Carone-Valentina Tomada-Fernando Di Virgilio-Andrea Garofalo-Martina Palmitesta-Luigi Bignone-Giustina Buonomo,time travel-ancient egypt-egyptian mythology-egyptian tomb-egyptian princess,https://image.tmdb.org/t/p/w500/18URyTcpuJOrbPDrld9v4YGh8gk.jpg
82,The Batman,Crime-Mystery-Thriller,en,In his second year of fighting crime Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.,6th & Idaho-Dylan Clark Productions-DC Films-Warner Bros. Pictures,02-03-2022,177,7.708,7599,Robert Pattinson-ZoÃ« Kravitz-Paul Dano-Jeffrey Wright-John Turturro-Peter Sarsgaard-Andy Serkis-Colin Farrell-Jayme Lawson-Gil Perez-Abraham-Peter McDonald-Con O'Neill-Alex Ferns-Rupert Penry-Jones-Charlie Carver-Max Carver-Barry Keoghan-Kosha Engler-Archie Barnes-Janine Harouni-Hana Hrzic-Joseph Walker-Luke Roberts-Oscar Novak-Stella Stocker-Sandra Dickinson-Jack Bennett-Andre Nightingale-Richard James-Neale-Lorraine Tai-Joseph Balderrama-James Eeles-Dave Simon-Angela Yeoh-Leemore Marrett Jr.-Ezra Elliott-Itoya Osagiede-Stewart Alexander-Adam Rojko Vega-Heider Ali-Marcus Onilude-Elena Saurel-Ed Kear-Sid Sagar-Amanda Blake-Todd Boyce-Brandon Bassir-Will Austin-Chabris Napier-Lawrence-Douglas Russell-Phil Aizlewood-Mark Killeen-Philip Shaun McGuinness-Lorna Brown-Elliot Warren-Jay Lycurgo-Stefan Race-Elijah Baker-Craige Middleburg-Akie Kotabe-Spike Fearn-Urielle Klein-Mekongo-Bronson Webb-Madeleine Gray-Ste Johnston-Arthur Lee-Parry Glasspool-Jordan Coulson-Hadas Gold-Pat Battle-Bobby Cuza-Dean Meminger-Roma Torre-Mike Capozzola-Amanda Hurwitz-Joshua Eldridge-Smith-Daniel Rainford-Nathalie Armin-Jose Palma-Kazeem Tosin Amore-Rodrig Andrisan-Craig Douglas,crime fighter-secret identity-nightclub-politician-police-psychopath-vigilante-superhero-based on comic-organized crime-serial killer-millionaire-social injustice-murder investigation-aftercreditsstinger-masked superhero-political corruption-neo-noir-vengeance-mayoral election,https://image.tmdb.org/t/p/w500/74xTEgt7R36Fpooo50r9T25onhq.jpg
83,Demon Slayer: Kimetsu no Yaiba Mt. Natagumo Arc,Action-Animation-Drama-Fantasy,ja,Tanjiro now a registered Demon Slayer teams up with fellow slayers Zenitsu and Inosuke to investigate missing person cases on the mountain Natagumo. After the group is split up during a fight with possessed swordfighters they slowly begin to realize the entire mountain is being controlled by a family of Demon spider creatures.  A recap film of Kimetsu no Yaiba covering episodes 15-21 with some new footage and special ending credits.,-,15-04-2021,138,8.725,91,Natsuki Hanae-Akari Kito-Hiro Shimono-Yoshitsugu Matsuoka-Koki Uchiyama-Saori Hayami-Takahiro Sakurai-Reina Ueda-Ami Koshimizu-Showtaro Morikubo-Tetsu Inada-Ryoko Shiraishi-Kouki Miyata,edited from tv series,https://image.tmdb.org/t/p/w500/wq1UG5lPCKpOJgmgpKJszKvoMUe.jpg
84,Terrifier 2,Horror,en,After being resurrected by a sinister entity Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises the siblings fight to stay alive while uncovering the true nature of Art's evil intent.,Dark Age Cinema-Fuzz on the Lens Productions-Bloody Disgusting,06-10-2022,138,6.966,1033,Lauren LaVera-David Howard Thornton-Elliott Fullam-Sarah Voigt-Kailey Hyman-Casey Hartnett-Charlie McElveen-Amelie McLain-Johnath Davis-Samantha Scaffidi-Leah Voysey-Chris Irvine-Felissa Rose-Owen Myre-Griffin Santopietro-Devon Roth-Amy Russ-Cory DuVal-Staci Dickerson-Marisa Bertani-Tamara Glynn-Reid Richards-Sarah Grace Sanders-Ava O'Donnell-Briana Calcagno-Katie Maguire-Gilbrando Acevedo-Mark A. Langston-Wesley Holloway-Geordie McGillivray-Rob Gabriele-Phil Falcone-Thomas Rickman-Thomas Smith-Miche Brill-Sarah Brill-Robert Privitera-Rachel Keefe-Jamie Root-Scott Klausen-Jenna Kanell-Catherine Corcoran-Gino Cafarelli-Matt McAllister-Erick Zamora-Damien Leone-Rick Styczynski-Loren W. Lepre-Michael Leavy-Michelle Santiago-Ryan James-Ross Caudill Jr.-Matthew Hammond-Jonathan A. Streetzel-Craig Sapenoff-Jackie Adragna-Marcus Slabine-Steven Kiseleski-Johnny Ferri-Joshua Kirpach-Sheri Fairchild-Jason Leavy-Steven Della Salla,clown-halloween-resurrection-sequel-gore-slasher-killer-killer clown-duringcreditsstinger-evil clown-halloween night-graphic violence-megaslasher,https://image.tmdb.org/t/p/w500/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg
85,A Frozen Rooster,Animation-Adventure-Comedy-Family,es,Follow the adventures of Toto and his family who will have to travel to the South Pole to fulfill their promise to return a polar bear and some Spanish penguins to their home. In order to fulfill the promise they will have to overcome some obstacles that will teach them how important teamwork is.,Huevocartoon Producciones,14-12-2022,91,8,235,Bruno Bichir-Mauricio Castillo-Marcelo Barcelo-Miguel Rodarte-Arath de la Torre-AngÃ©lica Vale-Maite Perroni-Carlos Espejel-Vadhir Derbez-Dione Riva Palacio Santacruz-Oliver DÃ­az Barba-Juan Frese-MÃ³nica Santacruz-Hector Lee-MarÃ­a Alicia Delgado-Claudio Herrera-Humberto VÃ©lez-Rodolfo Riva Palacio Alatriste-Gabriel Riva Palacio Alatriste-Fernando Meza-LulÃº MorÃ¡n-JosÃ© Francisco Lavat Pacheco-Ximena de Anda,-,https://image.tmdb.org/t/p/w500/gBBCBMXKzWRADtliUYfV69aVIcz.jpg
86,Little Lies,Comedy-Romance-Thriller,es,Amidst the problems in their childless marriage MatÃ­as and Eva try their hand at matchmaking setting up their friend Barbara with the man who seems perfect JuliÃ¡n. Once they realize that Julian is not what he seems they try to warn Barbara away but she may already be too infatuated.,Magoya Films-Aliwen Entertainment,21-09-2022,92,7.889,17,Lucas Akoskin-Leonor Varela-Florencia PeÃ±a-BenjamÃ­n VicuÃ±a-Coca Guazzini-GermÃ¡n Baudino-Flor Vigna-Agustina SuaÌsquita,-,https://image.tmdb.org/t/p/w500/s3NoPF6LAKDl3KUGkZsYPX9ionc.jpg
87,Battle: Freestyle,Romance-Drama,no,Amalie and Mikael lead their street dance team to the finals in France but tough competition and personal distractions threaten to ruin their dreams.,Friland Produksjon AS,01-04-2022,88,5.1,28,Lisa Teige-Fabian Svegaard Tapia-Ellen Dorrit Petersen-Morad Aziman-Georgia May Anta-Bao Andre Nguyen-Keiona-LÃ©a Djyl-Lea Lavabre-Adeline Tayoro-Ola G. Furuseth-Christine Grace SzarkÃ³-Philou-Salah Benlemqawanssa-Sarah Bee-Bboy Junior-Martine Mbock-Kevin Staincq,paris france-based on novel or book-norway-dance-sequel-battle-vibes,https://image.tmdb.org/t/p/w500/6D6QumiHEhnpZG12Ibjy2BxA6n4.jpg
88,Rubius X,Documentary,es,"On the 10th anniversary of the publication of his first video on the Internet ""Rubius X"" is a documentary that deals with the origin motivation and secrets behind Rubius one of the most followed Spanish content creators in the world. A review of the history of a pioneer the icon of a whole generation who represents like few others the revolution of the new digital media.",Noob Studios,21-07-2022,76,8.535,101,RubÃ©n Doblas Gundersen-Miguel Ãngel Rogel-Alejandro Bravo YaÃ±ez-Abraham Bandera-Irina Isaia-Bente Gundersen-Irene CÃ­vico,twitch streamer-youtuber,https://image.tmdb.org/t/p/w500/k6KAAVebtdVb0FRU2PWqYLnhgRA.jpg
89,Creed II,Drama,en,Between personal obligations and training for his next big fight against an opponent with ties to his family's past Adonis Creed is up against the challenge of his life.,Metro-Goldwyn-Mayer-New Line Cinema-Chartoff-Winkler Productions,21-11-2018,130,6.99,4667,Michael B. Jordan-Sylvester Stallone-Tessa Thompson-Wood Harris-Russell Hornsby-Phylicia RashÄd-Dolph Lundgren-Florian Munteanu-Andre Ward-Brigitte Nielsen-Milo Ventimiglia-Robbie Johns-Patrice Harris-Jacob 'Stitch' Duran-Ana Gerena-Benjamin Vaynshelboym-Angelina Shipilina-Pavel Vakunov-Oleg Ivanov-Christopher Mann-Robert Douglas-Zack Beyer-Chrisdine King-James Collins Jr.-John Jezior-Pete Postiglione-Billy Vargus-Johanna Tolentino-Eleni Delopoulos-Marcia Myers-Emily-Grace Murray-Corey Calliet-Robert Sale-Hendrix McDaniel-Maverick McDaniel-Paris Michael Cunningham-Kenny Bayless-Ivo Nandi-Dmitry Torgovitsky-Michael Buffer-Jim Lampley-Max Kellerman-Roy Jones Jr.-Scott Van Pelt-Linda Cohn-Bibi Bourelly-Rocky Ciarrocchi-Toby Kearton-Charles W Harris III-Oliver Burbage-Alexander Alayon Jr.-Gary Ayash-Isabella Armina-Neil Baltus-Stephen C. Bortsalas-Marko Caka-Amanda Cerny-Jill Chestnut-Josh Christensen-Daniel C. Davis-Sergio Delavicci-Aaron Drapeylo-JaQuinley Kerr-Marty Krzywonos-Mark Mancarian-Mark Montalbano,sports-sequel-rivalry-los angeles california-boxing-dedicated-box ring-ukraine,https://image.tmdb.org/t/p/w500/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg
90,Jurassic World Dominion,Adventure-Action-Science Fiction,en,Four years after the destruction of Isla Nublar Biosyn operatives attempt to track down Maisie Lockwood while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.,Amblin Entertainment-Universal Pictures,01-06-2022,147,6.9,4493,Chris Pratt-Bryce Dallas Howard-Laura Dern-Jeff Goldblum-Sam Neill-DeWanda Wise-Mamoudou Athie-Isabella Sermon-Campbell Scott-BD Wong-Omar Sy-Justice Smith-Daniella Pineda-Scott Haze-Dichen Lachman-Caleb Hearon-Kristoffer Polaha-Freya Parker-Alexander Owen-Joel Elferink-Elva Trill-Lillia Langley-Glynis Davies-Dimitri Vegas-Adam Kiani-Enzo Squillino Jr.-Bastian Antonio Fuentes-Ross Donnelly-Manuela Mora-Teresa Cendon-Garcia-Metin Hassan-Cokey Falkow-Jasmine Chiu-Emilie Jumeaux-Eleanor Tata-Lynn Hunter-Cathleen Summers-Patrick Loungway-Michael Bendib-Ahir Shah,giant monster-dinosaur-child kidnapping-jurassic-animal sanctuary-shot on film,https://image.tmdb.org/t/p/w500/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg
91,In the Forest,Horror-Thriller,en,Helen and her daughter Emily reluctantly accompany Helenâ€™s father Stan on a family camping trip driving deep into the forest for a real outdoors experience only to have angry landowner Howard arrive and force them to leave. When their RV gets stuck Helen decides to seek help but discovers a disturbing secret on the manâ€™s property. She must then fight to protect her family and make it out of the forest alive before being hunted down.,Vertical Entertainment,28-01-2022,83,6.1,13,Debbon Ayer-Cristina Spruell-Lyman Ward-Don Baldaramos-Kaitlyn Dias-Time Winters-Sharon Sharth,thriller-survival-backwoods,https://image.tmdb.org/t/p/w500/pWKTaGN9WMcKHKAir9POsKm4vEo.jpg
92,Jujutsu Kaisen 0,Animation-Action-Fantasy,ja,Yuta Okkotsu is a nervous high school student who is suffering from a serious problemâ€”his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse his plight is noticed by Satoru Gojo a teacher at Jujutsu High a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll but can he learn enough in time to confront the curse that haunts him?,MAPPA-Shueisha-Sumzap-MBS-dugout-TOHO,24-12-2021,105,8.224,831,Megumi Ogata-Kana Hanazawa-Yuichi Nakamura-Takahiro Sakurai-Mikako Komatsu-Koki Uchiyama-Tomokazu Seki-Mitsuo Iwata-Takaya Kuroda-Risae Matsuda-Satsumi Matsuda-Shizuka Itoh-Show Hayami-Koichi Yamadera-Subaru Kimura-Satoshi Hino-Rie Kugimiya-Marina Inoue-Chinatsu Akasaki-Yoshitsugu Matsuoka-Kenjiro Tsuda-Aya Endo-Kotono Mitsuishi-Yuu Hayashi-Sora Tokui-Shin-ichiro Miki-Taiki Yamashita-Hina Suguta-Seiko Fujiki-Binbin Takaoka-Yurika Hino-Osamu Mukai-Eiji Yoshitomi-Itaru Yamamoto-Hayato Fujii-Shohei To-Hinata Tadokoro-Shuichi Uchida-Natsu Yorita-Ikuji Nose-Yasuhiro Mamiya-Jun Inoue-Kousuke Oonishi-Natsuko Abe,exorcism-supernatural-horror-paranormal-curse-tragedy-based on manga-spirit-demon-school life-shounen-anime,https://image.tmdb.org/t/p/w500/23oJaeBh0FDk2mQ2P240PU9Xxfh.jpg
93,Creed,Drama,en,The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson the son of his late friend and former rival Apollo Creed.,Metro-Goldwyn-Mayer-New Line Cinema-Chartoff-Winkler Productions,25-11-2015,133,7.405,6549,Michael B. Jordan-Sylvester Stallone-Tessa Thompson-Phylicia RashÄd-Andre Ward-Tony Bellew-Ritchie Coster-Jacob 'Stitch' Duran-Graham McTavish-Malik Bazille-Ricardo 'Padman' McGill-Gabriel Rosado-Wood Harris-Buddy Osborn-Rupal Pujara-Brian Anthony Wilson-Joey Eye-Johanna Tolentino-Tony Brice-Kash Goins-Michael Barker-Clare O'Malley-Kevin King Templeton-Roy James Wilson-Mauricio Ovalle-Mark Rhino Smith-Josue Rivera-Hans Marrero-Derrick Webster-Manny Ayala-Anthony Martins-Ricardo Vera-Shawn Clark-Christian D. Ellison-Frank Pesce-Robert Sale-Richard Lyntton-Kathleen M. Deegan-Marquise Noel-Liev Schreiber-Elvis Grant-Max Kellerman-Jim Lampley-Michael Buffer-Michael Wilbon-Tony Kornheiser-Hannah Storm-Alex Henderson-Khareem Hinton-Noah Coogler-Nelson Bonilla-Troy Faruk-Angela Davis-Claire Bronson-Deborah Ingersoll-Robert Douglas-Troy K. Weston-Ludwig GÃ¶ransson-Moses Sumney-Kenneth Martin-Jermaine Holt-Horace Knight Jr.-Sli Lewis-Brionna Maria Lynch-Jalil Jay Lynch-Zedric Harris-Christopher Jon Gombos-Jeff Ward-Terry Lee Fields II-Stephen Chang-Charles W Harris III-Rocky Ciarrocchi-Oliver Burbage-Maria Shamkalian-Carl Weathers,underdog-mexico-mentor-trainer-sports-cancer-spin off-underground fighting-motivational speaker-boxing-legacy,https://image.tmdb.org/t/p/w500/1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg
94,Strange World,Animation-Family-Adventure-Science Fiction,en,A journey deep into an uncharted and treacherous land where fantastical creatures await the legendary Cladesâ€”a family of explorers whose differences threaten to topple their latest and by far most crucial mission.,Walt Disney Pictures-Walt Disney Animation Studios,23-11-2022,102,6.513,831,Jake Gyllenhaal-Dennis Quaid-Jaboukie Young-White-Gabrielle Union-Lucy Liu-Alan Tudyk-Jonathan Melo-Abraham Benrubi-Karan Soni-Adelina Anthony-Nik Dodani-Francesca Reale-Emily Kuroda-Reed Buck-Katie Lowes-LaNisa Renee Frederick-Dave Kohut-Alice Kina Diehl,monster-harmony-farmer-explorer-lgbt teen-alternative world,https://image.tmdb.org/t/p/w500/fHMqfsYyl3lskPK2RiFRwhzwuep.jpg
95,Knights of the Zodiac,Fantasy-Action-Adventure,en,When a headstrong street orphan Seiya in search of his abducted sister unwittingly taps into hidden powers he discovers he might be the only person alive who can protect a reincarnated goddess sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?,Stage 6 Films-Toei Animation,27-04-2023,112,6.2,9,Mackenyu-Famke Janssen-Madison Iseman-Diego Tinoco-Mark Dacascos-Nick Stahl-Sean Bean-Godfrey Gao-Caitlin M Hutson-Kaylan Teague-David Torok,superhero-based on manga-live action anime,https://image.tmdb.org/t/p/w500/ixLxaRJrJZoN3pg6tc2RAsheYmV.jpg
96,Teen Wolf: The Movie,Action-Fantasy-TV Movie,en,The wolves are howling once again as a terrifying ancient evil emerges in Beacon Hills. Scott McCall no longer a teenager yet still an Alpha must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.,MTV Entertainment Studios-MGM Television-First Cause-Capital Arts Entertainment,18-01-2023,140,7.899,504,Tyler Posey-Crystal Reed-Holland Roden-Tyler Hoechlin-Shelley Hennig-JR Bourne-Ian Bohen-Colton Haynes-Linden Ashby-Melissa Ponzio-Ryan Kelley-Seth Gilliam-Orny Adams-Dylan Sprayberry-Khylin Rhambo-Aaron Hendry-Vince Mattis-Amy L. Workman-Adam Fristoe-Eaddy Mays-Manuel Rafael Lozano-Jesse Posey-Nobi Nakanishi-Chloe Bremer-Carolina Montenegro-L.B. Fisher-Ashley Flowers-Mason Douglas,sequel-werewolf-supernatural creature-based on movie-banshee-northern california-based on tv series-2020s,https://image.tmdb.org/t/p/w500/wAkpPm3wcHRqZl8XjUI3Y2chYq2.jpg
97,Beast,Thriller,en,A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.,RVK Studios-Will Packer Productions-Universal Pictures,11-08-2022,93,6.9,1020,Idris Elba-Leah Sava Jeffries-Iyana Halley-Sharlto Copley-Martin Munro-Liyabuya Gongo-Daniel Hadebe-Thapelo Sebogodi-Mduduzi Mavimbela-Chris Gxalaba-Kazi Khuboni-Chris Langa,wild animal,https://image.tmdb.org/t/p/w500/xIGr7UHsKf0URWmyyd5qFMAq4d8.jpg
98,Avatar: Creating the World of Pandora,Documentary,en,The Making-of James Cameron's Avatar. It shows interesting parts of the work on the set.,Lightstorm Entertainment,07-02-2010,23,7.2,40,James Cameron-Laz Alonso-Richard Baneham-Christopher Boyes-Rick Carter-Dylan Cole-Glenn Derry-Paul R. Frommer-Matt Gerald-James Horner-Neil Kirkland-Jon Landau-Stephen Lang-John Harding-Andrew R. Jones-Sigourney Weaver,-,https://image.tmdb.org/t/p/w500/d9oqcfeCyc3zmMal6eJbfj3gatc.jpg
99,Missing,Drama-Mystery-Thriller,en,When her mother disappears while on vacation in Colombia with her new boyfriend Juneâ€™s search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles June creatively uses all the latest technology at her fingertips to try and find her before itâ€™s too late. But as she digs deeper her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom she discovers that she never really knew her at all.,Stage 6 Films-Search Party-Bazelevs Entertainment,19-01-2023,111,7.684,122,Storm Reid-Joaquim de Almeida-Ken Leung-Amy Landecker-Daniel Henney-Nia Long-Megan Suri-Tim Griffin-Thomas Barbusca-Rick Chambers-Tracy Vilar-Karina Noelle Castillo-Jill Remez-Dalila Ali Rajah-Kendal Evans-Jalil Jay Lynch-Lauren B. Mosley-Sharar Ali-Speakes-Jameel Shivji-Monica Bhatnagar-Marcello Padilla-Rita Rucker-Ava Zaria Lee-Briana McLean-Jasmin Savoy Brown,fbi-detective story-sequel-teenage girl-los angeles california-missing person-found footage-amateur sleuth-mother daughter relationship-screenlife-independent film-colombia-low budget,https://image.tmdb.org/t/p/w500/jYXJW19PMEUrpyavEHrnnlItQn1.jpg
100,Avengers: Infinity War,Adventure-Action-Science Fiction,en,As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy his goal is to collect all six Infinity Stones artifacts of unimaginable power and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.,Marvel Studios,25-04-2018,149,8.263,26445,Robert Downey Jr.-Chris Hemsworth-Mark Ruffalo-Chris Evans-Scarlett Johansson-Benedict Cumberbatch-Tom Holland-Chadwick Boseman-Don Cheadle-Zoe SaldaÃ±a-Karen Gillan-Elizabeth Olsen-Paul Bettany-Anthony Mackie-Sebastian Stan-Tom Hiddleston-Idris Elba-Danai Gurira-Peter Dinklage-Benedict Wong-Pom Klementieff-Dave Bautista-Vin Diesel-Bradley Cooper-Gwyneth Paltrow-Benicio del Toro-Josh Brolin-Chris Pratt-Sean Gunn-William Hurt-Letitia Wright-Terry Notary-Tom Vaughan-Lawlor-Carrie Coon-Michael James Shaw-Stan Lee-Winston Duke-Florence Kasumba-Kerry Condon-Monique Ganderton-Jacob Batalon-Tiffany Espensen-Isabella Amara-Ethan Dizon-Ariana Greenblatt-Ameenah Kaplan-Ross Marquand-Michael Anthony Rogers-Stephen McFeely-Aaron Lazar-Robert Pralgo-Olaniyan Thurmon-Blair Jasin-Matthew Zuk-Laura Miller-Kenneth Branagh-Samuel L. Jackson-Cobie Smulders-Harrison Osterfield-Gary Peebles-Marija Abney-Zola Williams-Marie Mouroum-James Siderits-Precious Jenkins,magic-sacrifice-superhero-based on comic-space-battlefield-genocide-magical object-super power-aftercreditsstinger-marvel cinematic universe (mcu)-cosmic,https://image.tmdb.org/t/p/w500/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg
101,S.O.S. Mamis: La pelÃ­cula,Comedy,es,"Trini's daughter is sad that her best friend is leaving Saint Michael School since her mother can't keep paying for it. Trini promises her daughter that this won't happen and decides to put together a plan with the other ""mamis"" of the group to solve the problem. But this mission will be much more difficult than they thought and they will have to stick together as a group.",Tiki Pictures-BH5-Elefantec Global,18-03-2022,105,5.9,9,Paz BascuÃ±an-Loreto Aravena-MarÃ­a Elena Swett-Tamara Acosta-Jenny Cavallo-Ignacia Allamand-Ricardo FernÃ¡ndez-Marcial Tagle-Pablo ZuÃ±iga-Igal Furman-Lorena Capetillo-Edinson DÃ­az-Cristina Aburto-Alondra Valenzuela-Leonor Asensio BascuÃ±an-Florencia Massardo Cavallo-Santiago B. Swett-Matteo SepÃºlveda-Cristopher Acevedo GonzÃ¡lez-Fernando AlÃ©-Chepo Sepulveda-Steffi Lutz-Jaime Bandayrel-Gabriela Sobarzo-Berni Traub-Carola Krebs-Javiera Gallo-Lina Baldessari,based on web series,https://image.tmdb.org/t/p/w500/dubFxWUiXW4QzOygVsChYYIuzfx.jpg
102,Diary of a Wimpy Kid: Rodrick Rules,Animation-Comedy-Family,en,A new school year his brother Rodrick teases him over and over and over and over again. Will Greg manage to get along with him? Or will a secret ruin everything?,Walt Disney Pictures-Bardel Entertainment,02-12-2022,74,6.8,65,Brady Noon-Hunter Dillon-Ethan William Childress-Erica Cerra-Chris Diamantopoulos-Ed Asner-Gracen Newton-Christian Convery-Veda Maharaj-Kimberly-Ann Truong-Robbie Daymond,based on novel or book-sequel,https://image.tmdb.org/t/p/w500/iW6ixzkrvdrcxk0umiLZMtlSl9L.jpg
103,Dragon Ball Super: Super Hero,Animation-Science Fiction-Action,ja,The Red Ribbon Army an evil organization that was once destroyed by Goku in the past has been reformed by a group of people who have created new and mightier Androids Gamma 1 and Gamma 2 and seek vengeance against Goku and his family.,Toei Animation-Shueisha-Fuji Television Network-Bandai Namco Entertainment-Bird Studios-Toei Company,11-06-2022,99,7.95,2274,Masako Nozawa-Toshio Furukawa-Yuko Minaguchi-Hiroshi Kamiya-Mamoru Miyano-Miyu Irino-Ryota Takeuchi-Aya Hisakawa-Mayumi Tanaka-Ryou Horikawa-Takeshi Kusao-Koichi Yamadera-Masakazu Morita-Bin Shimada-Tomokazu Sugita-Aya Hirano-Ken Uo-Norio Wakamoto-Volcano Ota-Miki Ito,android-sequel-attack-based on manga-fighting-aftercreditsstinger-duringcreditsstinger-anime,https://image.tmdb.org/t/p/w500/rugyJdeoJm7cSJL1q4jBpTNbxyU.jpg
